term_id,term_rank,term_str,n,num,stop,p_stem,pos_max,tfidf_mean,tfidf_sum,tfidf_median,tfidf_max
5168,2538,homesick,6,0,0,homesick,NN,0.041301871687520544,0.08260374337504109,0.041301871687520544,0.07468773764825047
5169,12362,homestretch,1,0,0,homestretch,NN,0.01338625412914567,0.01338625412914567,0.01338625412914567,0.01338625412914567
5170,2423,hometown,7,0,0,hometown,NN,0.008629015408693732,0.05177409245216239,0.007731965150836651,0.013013961910080507
5171,12226,homework,1,0,0,homework,NN,0.014949116286355571,0.014949116286355571,0.014949116286355571,0.014949116286355571
5172,6400,homicide,2,0,0,homicid,NN,0.005496982883363101,0.010993965766726201,0.005496982883363101,0.005531267599891353
5173,778,homie,33,0,0,homi,NN,0.0051971950325832225,0.11953548574941412,0.00362299330067381,0.022780547804236766
5174,1230,homies,17,0,0,homi,NNS,0.003786209024406891,0.06815176243932404,0.0032693054437691574,0.009823856995981057
5175,12243,hommes,1,0,0,homm,NNS,0.005889951816824095,0.005889951816824095,0.005889951816824095,0.005889951816824095
5176,12244,honcho,1,0,0,honcho,NN,0.012639381581167586,0.012639381581167586,0.012639381581167586,0.012639381581167586
5177,6399,honda,2,0,0,honda,NN,0.005627086261451783,0.011254172522903566,0.005627086261451783,0.006464415434591851
5178,1244,honest,17,0,0,honest,JJS,0.005037491444691297,0.08563735455975205,0.004373793334269831,0.013290906876230807
5179,1099,honestly,19,0,0,honestli,RB,0.0052464737898405495,0.10492947579681099,0.004156573754617766,0.014233297945870707
5180,6398,honesty,2,0,0,honesti,NN,0.011140548882191568,0.022281097764383136,0.011140548882191568,0.012072812386977473
5181,555,honey,53,0,0,honey,NN,0.011352028217272785,0.3405608465181835,0.007860504588787976,0.048604458731535946
5182,6396,honeymoon,2,0,0,honeymoon,NN,0.010599063357284017,0.021198126714568034,0.010599063357284017,0.010747747612797022
5183,12213,honeys,1,0,0,honey,NNS,0.005961489693141797,0.005961489693141797,0.005961489693141797,0.005961489693141797
5184,4254,honeysuckle,3,0,0,honeysuckl,NN,0.010905208083183036,0.03271562424954911,0.011320434191249475,0.011640823838171629
5185,12247,honkey,1,0,0,honkey,NN,0.005443578388931696,0.005443578388931696,0.005443578388931696,0.005443578388931696
5186,12273,honking,1,0,0,honk,VBG,0.010947865830528057,0.010947865830528057,0.010947865830528057,0.010947865830528057
5187,12282,honks,1,0,0,honk,NN,0.008817293138958227,0.008817293138958227,0.008817293138958227,0.008817293138958227
5188,12283,honkytonk,1,0,0,honkytonk,NN,0.009006042533370177,0.009006042533370177,0.009006042533370177,0.009006042533370177
5189,12285,honkytonks,1,0,0,honkytonk,NNS,0.009949242933824485,0.009949242933824485,0.009949242933824485,0.009949242933824485
5190,3498,honor,4,0,0,honor,NN,0.008676949832611042,0.026030849497833127,0.006477308802342219,0.015521098450895507
5191,2037,hoo,9,0,0,hoo,NN,0.019749731190594724,0.09874865595297362,0.00815247152114711,0.047119004980616
5192,586,hood,48,0,0,hood,NN,0.003910411740517373,0.1603268813612123,0.002986977694377382,0.01559943854440647
5193,6392,hoodie,2,0,0,hoodi,NN,0.007340335013828865,0.01468067002765773,0.007340335013828865,0.007554131179280191
5194,1518,hook,13,0,0,hook,NN,0.006800173242549522,0.08160207891059426,0.00563049321213557,0.018027001568738387
5195,2529,hooked,6,0,0,hook,VBD,0.008906968437283308,0.05344181062369985,0.008454558349913469,0.014841264781016467
5196,6391,hooker,2,0,0,hooker,NN,0.006668810944579679,0.020006432833739037,0.004182804497783704,0.011640823838171629
5197,12249,hookers,1,0,0,hooker,NNS,0.007235813042781444,0.007235813042781444,0.007235813042781444,0.007235813042781444
5198,12252,hookin,1,0,0,hookin,NN,0.021035542202943198,0.021035542202943198,0.021035542202943198,0.021035542202943198
5199,12253,hooks,1,0,0,hook,NN,0.0072180782068922734,0.0072180782068922734,0.0072180782068922734,0.0072180782068922734
5200,12257,hookup,1,0,0,hookup,NN,0.005901755327479053,0.005901755327479053,0.005901755327479053,0.005901755327479053
5201,12261,hooo,1,0,0,hooo,NN,0.016925148898919815,0.016925148898919815,0.016925148898919815,0.016925148898919815
5202,12263,hoop,1,0,0,hoop,NN,0.005296719259733899,0.005296719259733899,0.005296719259733899,0.005296719259733899
5203,12265,hoopin,1,0,0,hoopin,JJ,0.009751575855669032,0.009751575855669032,0.009751575855669032,0.009751575855669032
5204,12268,hoops,1,0,0,hoop,NNS,0.007629471265316186,0.007629471265316186,0.007629471265316186,0.007629471265316186
5205,6415,hooptie,2,0,0,hoopti,NN,0.005176068545618881,0.010352137091237761,0.005176068545618881,0.005474008100927675
5206,11752,hoopty,1,0,0,hoopti,NN,0.0054943580380821784,0.0054943580380821784,0.0054943580380821784,0.0054943580380821784
5207,11755,hooptyhooptyhoop,1,0,0,hooptyhooptyhoop,NN,0.013509063800055265,0.013509063800055265,0.013509063800055265,0.013509063800055265
5208,11762,hooters,1,0,0,hooter,NNS,0.004608725991255161,0.004608725991255161,0.004608725991255161,0.004608725991255161
5209,11765,hootin,1,0,0,hootin,NN,0.004408646569479114,0.004408646569479114,0.004408646569479114,0.004408646569479114
5210,11767,hoover,1,0,0,hoover,RB,0.009751575855669032,0.009751575855669032,0.009751575855669032,0.009751575855669032
5211,567,hop,51,0,0,hop,NN,0.004908445816285863,0.1816124952025769,0.0038137789040029167,0.025032257897182778
5212,272,hope,128,0,0,hope,VBP,0.005787924252176305,0.474609788678457,0.00413291405221776,0.058210761227405795
5213,4255,hoped,3,0,0,hope,VBD,0.009331648123749838,0.027994944371249515,0.008813766620329948,0.013559640954353767
5214,4231,hopefully,3,0,0,hope,RB,0.015976361166792304,0.015976361166792304,0.015976361166792304,0.015976361166792304
5215,3503,hopeless,4,0,0,hopeless,JJ,0.014870634043227629,0.044611902129682884,0.0048200286204929405,0.03576600947380269
5216,3500,hopelessly,4,0,0,hopelessli,RB,0.04583620090913693,0.04583620090913693,0.04583620090913693,0.04583620090913693
5217,2114,hopes,8,0,0,hope,NNS,0.031986061464094016,0.09595818439228204,0.01215691947631717,0.07187926175803065
5218,2463,hopin,7,0,0,hopin,NN,0.007697951288082761,0.05388565901657933,0.007748626820656056,0.011169563129775484
5219,1243,hoping,17,0,0,hope,VBG,0.006602105054761758,0.08582736571190286,0.0068322110302433256,0.01168122842810342
5220,1833,hopped,10,0,0,hop,VBD,0.005912480499403252,0.05912480499403252,0.004452783673104505,0.011859609197634438
5221,2520,hoppin,6,0,0,hoppin,NN,0.003173820193616471,0.025390561548931767,0.002616132946481966,0.0056561936881443335
5222,4228,hopping,3,0,0,hop,VBG,0.006252568547194752,0.018757705641584257,0.00639340583858131,0.007388786388300556
5223,6440,hopscotch,2,0,0,hopscotch,NN,0.012044891240949072,0.012044891240949072,0.012044891240949072,0.012044891240949072
5224,11807,horchata,1,0,0,horchata,NN,0.010155089339351888,0.010155089339351888,0.010155089339351888,0.010155089339351888
5225,11808,horizon,1,0,0,horizon,NN,0.03201060770013095,0.03201060770013095,0.03201060770013095,0.03201060770013095
5226,11814,hormones,1,0,0,hormon,NNS,0.004523772516761978,0.004523772516761978,0.004523772516761978,0.004523772516761978
5227,6439,horn,2,0,0,horn,NN,0.005766447400158694,0.011532894800317387,0.005766447400158694,0.00791600572679062
5228,6438,horns,2,0,0,horn,NNS,0.012060197371522379,0.024120394743044758,0.012060197371522379,0.01429159952836793
5229,3544,horny,4,0,0,horni,JJ,0.00572814712516514,0.02291258850066056,0.005433834013501086,0.008308212471929382
5230,11797,horoscope,1,0,0,horoscop,NN,0.008560976477942,0.008560976477942,0.008560976477942,0.008560976477942
5231,11774,horribly,1,0,0,horribl,RB,0.004408646569479114,0.004408646569479114,0.004408646569479114,0.004408646569479114
5232,11776,horror,1,0,0,horror,NN,0.01107133800154905,0.01107133800154905,0.01107133800154905,0.01107133800154905
5233,11778,horry,1,0,0,horri,NN,0.006135366475858432,0.006135366475858432,0.006135366475858432,0.006135366475858432
5234,1459,horse,14,0,0,hors,NN,0.009789257729056804,0.09789257729056804,0.005614256696189103,0.040102596049732944
5235,11773,horsepower,1,0,0,horsepow,NN,0.0029607457029653603,0.0059214914059307205,0.0029607457029653603,0.0029607457029653603
5236,4202,horses,3,0,0,hors,NNS,0.007252371843551843,0.021757115530655527,0.005660217095624738,0.012720900276764873
5237,11792,hort,1,0,0,hort,NN,0.004608725991255161,0.004608725991255161,0.004608725991255161,0.004608725991255161
5238,11722,hos,1,0,0,ho,JJ,0.004428535200619621,0.004428535200619621,0.004428535200619621,0.004428535200619621
5239,11656,hosed,1,0,0,hose,VBD,0.008978585086622097,0.008978585086622097,0.008978585086622097,0.008978585086622097
5240,6430,hospital,2,0,0,hospit,NN,0.0037001590639632346,0.007400318127926469,0.0037001590639632346,0.0043992444471681645
5241,11660,hostess,1,0,0,hostess,JJ,0.006374406728164605,0.006374406728164605,0.006374406728164605,0.006374406728164605
5242,4199,hostin,3,0,0,hostin,NN,0.010480341311074903,0.010480341311074903,0.010480341311074903,0.010480341311074903
5243,298,hot,116,0,0,hot,JJ,0.004742630869105777,0.37466783865935643,0.003982314893998504,0.02629327574363866
5244,6429,hotbox,2,0,0,hotbox,NN,0.005428446640621932,0.010856893281243864,0.005428446640621932,0.008085461506874822
5245,11671,hotboy,1,0,0,hotboy,NN,0.005423528376449443,0.005423528376449443,0.005423528376449443,0.005423528376449443
5246,1072,hotel,20,0,0,hotel,NN,0.008948092180037753,0.1342213827005663,0.007089718033492451,0.03362898572920849
5247,11633,hotels,1,0,0,hotel,NNS,0.01119762702818269,0.01119762702818269,0.01119762702818269,0.01119762702818269
5248,11634,hotheaded,1,0,0,hothead,VBD,0.019123220184493816,0.019123220184493816,0.019123220184493816,0.019123220184493816
5249,6426,hotline,2,0,0,hotlin,NN,0.02365442496716504,0.02365442496716504,0.02365442496716504,0.02365442496716504
5250,6425,hotness,2,0,0,hot,NN,0.005145608589441654,0.01543682576832496,0.004182804497783704,0.0070712167727575515
5251,4196,hots,3,0,0,hot,NNS,0.005575417891060223,0.011150835782120446,0.005575417891060223,0.006272706791810361
5252,1069,hotter,20,0,0,hotter,NN,0.008410852177181922,0.109341078303365,0.004935397725350974,0.030517209268420185
5253,1798,hottest,10,0,0,hottest,JJS,0.00556598767598698,0.05009388908388281,0.004534700225450394,0.010731716436510637
5254,11646,hotties,1,0,0,hotti,NNS,0.007853269089098794,0.007853269089098794,0.007853269089098794,0.007853269089098794
5255,11648,houdini,1,0,0,houdini,NN,0.006693127064572835,0.006693127064572835,0.006693127064572835,0.006693127064572835
5256,11649,hounds,1,0,0,hound,NNS,0.014365736138595354,0.014365736138595354,0.014365736138595354,0.014365736138595354
5257,1267,hour,16,0,0,hour,NN,0.006529794162790667,0.09141711827906933,0.0055204835541926445,0.016205836691295585
5258,4195,hourglass,3,0,0,hourglass,NN,0.0038633063713127943,0.015453225485251177,0.003971043927261162,0.004168889532178088
5259,6423,hourly,2,0,0,hourli,RB,0.004964757065624891,0.009929514131249782,0.004964757065624891,0.006064096130156117
5260,1012,hours,22,0,0,hour,NNS,0.008156171660894284,0.13865491823520282,0.006969621898511277,0.018239648798231638
5261,377,house,86,0,0,hous,NN,0.004751333750871573,0.3040853600557807,0.0036127714159083432,0.031199888614470157
5262,3094,houses,5,0,0,hous,NNS,0.00720293363406428,0.0360146681703214,0.006086736867414713,0.012140572454465022
5263,11709,housewife,1,0,0,housewif,NN,0.004213127193722529,0.004213127193722529,0.004213127193722529,0.004213127193722529
5264,11712,housewives,1,0,0,housew,NNS,0.008342707955841496,0.008342707955841496,0.008342707955841496,0.008342707955841496
5265,11714,housing,1,0,0,hous,NN,0.005961489693141797,0.005961489693141797,0.005961489693141797,0.005961489693141797
5266,3526,houston,4,0,0,houston,NN,0.004138595295138964,0.016554381180555855,0.0037247481135863148,0.005976826319092055
5267,4192,hov,3,0,0,hov,NN,0.004798566530267714,0.014395699590803142,0.0050261805574183,0.005647264653758319
5268,6419,hova,2,0,0,hova,NN,0.013030866851380742,0.013030866851380742,0.013030866851380742,0.013030866851380742
5269,6265,hover,2,0,0,hover,VBP,0.026412339985758274,0.026412339985758274,0.026412339985758274,0.026412339985758274
5270,71,how,608,0,1,how,WRB,0.0024545138549673193,0.822262141414052,0.001810047850755184,0.017891801311725426
5271,2447,howd,7,0,0,howd,NN,0.013978980589245826,0.055915922356983304,0.009743218530429401,0.029286448963551072
5272,6263,however,2,0,0,howev,RB,0.005807371803480254,0.011614743606960508,0.005807371803480254,0.0067275977423614935
5273,11699,howhow,1,0,0,howhow,NN,0.005630929079181736,0.005630929079181736,0.005630929079181736,0.005630929079181736
5274,11679,howlin,1,0,0,howlin,NN,0.01591878869411918,0.01591878869411918,0.01591878869411918,0.01591878869411918
5275,2554,hows,6,0,0,how,VBZ,0.011897999800261372,0.04759199920104549,0.012122786881879347,0.020373181887687702
5276,11683,hrr,1,0,0,hrr,NN,0.004330846924135364,0.004330846924135364,0.004330846924135364,0.004330846924135364
5277,3097,htown,5,0,0,htown,NN,0.0067907010794788555,0.027162804317915422,0.005742440973245308,0.010796847544166294
5278,11692,hubby,1,0,0,hubbi,VBP,0.006010154915126628,0.006010154915126628,0.006010154915126628,0.006010154915126628
5279,11697,huey,1,0,0,huey,VB,0.004645072410744555,0.004645072410744555,0.004645072410744555,0.004645072410744555
5280,11817,huffin,1,0,0,huffin,NN,0.005060096062563656,0.005060096062563656,0.005060096062563656,0.005060096062563656
5281,2448,hug,7,0,0,hug,NN,0.007020106936272538,0.04212064161763523,0.007491233279563927,0.011344631717426201
5282,11914,huge,1,0,0,huge,JJ,0.005937451428250096,0.005937451428250096,0.005937451428250096,0.005937451428250096
5283,11940,hugged,1,0,0,hug,VBD,0.012020309830253257,0.012020309830253257,0.012020309830253257,0.012020309830253257
5284,6105,hugs,2,0,0,hug,NNS,0.011963433969474115,0.02392686793894823,0.011963433969474115,0.012530549349516905
5285,321,huh,105,0,0,huh,NN,0.005790417722626437,0.3300538101897069,0.003739311486602379,0.02181836794017535
5286,11939,huhhuh,1,0,0,huhhuh,JJ,0.005630929079181736,0.005630929079181736,0.005630929079181736,0.005630929079181736
5287,11951,huhyeah,1,0,0,huhyeah,NN,0.006084660967793487,0.006084660967793487,0.006084660967793487,0.006084660967793487
5288,6102,hula,2,0,0,hula,NN,0.005802449607225648,0.011604899214451295,0.005802449607225648,0.006849600810228153
5289,11953,hulk,1,0,0,hulk,NN,0.004991484590528894,0.004991484590528894,0.004991484590528894,0.004991484590528894
5290,2017,human,9,0,0,human,JJ,0.011133141360388834,0.066798848162333,0.005665617779932569,0.03009478691706117
5291,11956,humans,1,0,0,human,NNS,0.005961489693141797,0.005961489693141797,0.005961489693141797,0.005961489693141797
5292,1671,humble,11,0,0,humbl,JJ,0.013322514908825116,0.06661257454412559,0.0050929839094694535,0.03141266998707733
5293,11950,humbles,1,0,0,humbl,VBZ,0.013265657245099314,0.013265657245099314,0.013265657245099314,0.013265657245099314
5294,11937,humility,1,0,0,humil,NN,0.006677949905696253,0.006677949905696253,0.006677949905696253,0.006677949905696253
5295,11918,hummers,1,0,0,hummer,NNS,0.01274881345632921,0.01274881345632921,0.01274881345632921,0.01274881345632921
5296,11920,humming,1,0,0,hum,NN,0.009061464333575532,0.009061464333575532,0.009061464333575532,0.009061464333575532
5297,11923,humor,1,0,0,humor,NN,0.010155089339351888,0.010155089339351888,0.010155089339351888,0.010155089339351888
5298,6085,hun,2,0,0,hun,NN,0.014023694801962134,0.014023694801962134,0.014023694801962134,0.014023694801962134
5299,6097,huncho,2,0,0,huncho,NN,0.01338625412914567,0.01338625412914567,0.01338625412914567,0.01338625412914567
5300,11934,hund,1,0,0,hund,NN,0.007418075336050498,0.007418075336050498,0.007418075336050498,0.007418075336050498
5301,427,hundred,72,0,0,hundr,JJ,0.0038176719939699852,0.23669566362613909,0.0031117827997978226,0.014589673657136632
5302,3528,hundredrounds,4,0,0,hundredround,NNS,0.012347907372796847,0.012347907372796847,0.012347907372796847,0.012347907372796847
5303,1487,hundreds,13,0,0,hundr,NNS,0.006650946490448854,0.0731604113949374,0.004426937728497262,0.03267954031337035
5304,3459,hung,4,0,0,hung,NN,0.006488408856590947,0.025953635426363787,0.005869169557597882,0.009844184525563385
5305,3458,hunger,4,0,0,hunger,NN,0.005859915254870482,0.023439661019481927,0.005242592872335292,0.008976689337486918
5306,6093,hungover,2,0,0,hungov,NN,0.009704145385577134,0.019408290771154267,0.009704145385577134,0.014447791872940256
5307,6092,hungry,2,0,0,hungri,JJ,0.004244570031495058,0.008489140062990116,0.004244570031495058,0.005184207672055033
5308,1061,hunnid,21,0,0,hunnid,NN,0.009295821478353491,0.09295821478353491,0.005681486129050119,0.02754923383019898
5309,11997,hunnids,1,0,0,hunnid,NNS,0.009751575855669032,0.009751575855669032,0.009751575855669032,0.009751575855669032
5310,11998,hunnies,1,0,0,hunni,NNS,0.006388234074646525,0.006388234074646525,0.006388234074646525,0.006388234074646525
5311,12001,hunnit,1,0,0,hunnit,NN,0.0030216524717120766,0.006043304943424153,0.0030216524717120766,0.0030216524717120766
5312,6088,hunt,2,0,0,hunt,NN,0.007761583645377847,0.015523167290755695,0.007761583645377847,0.010014946639197223
5313,3001,hunter,5,0,0,hunter,NN,0.009161322378167698,0.03664528951267079,0.008273781528771477,0.016616424943858763
5314,11984,huntin,1,0,0,huntin,NN,0.005443578388931696,0.005443578388931696,0.005443578388931696,0.005443578388931696
5315,3448,hurricane,4,0,0,hurrican,NN,0.01887471164122173,0.05662413492366519,0.02109277481788364,0.02431383895263434
5316,11967,hurricanes,1,0,0,hurrican,NNS,0.010369633480324112,0.010369633480324112,0.010369633480324112,0.010369633480324112
5317,11970,hurrrr,1,0,0,hurrrr,NN,0.009949242933824485,0.009949242933824485,0.009949242933824485,0.009949242933824485
5318,3446,hurry,4,0,0,hurri,NN,0.0090866914646678,0.0363467658586712,0.008951060755714052,0.015515999450887984
5319,470,hurt,66,0,0,hurt,VB,0.005901477330587408,0.3127782985211326,0.005330567855070999,0.01565000049758024
5320,3060,hurtin,5,0,0,hurtin,NN,0.006774255003215625,0.033871275016078124,0.004611921774283427,0.011459213796306269
5321,2078,hurting,8,0,0,hurt,VBG,0.005892160677164703,0.053029446094482326,0.005184201559824799,0.010477544205119595
5322,790,hurts,32,0,0,hurt,VBZ,0.008249508124969917,0.197988194999278,0.006309637535432574,0.028977123457415592
5323,3443,husband,4,0,0,husband,NN,0.009862411842255872,0.029587235526767616,0.008038614507141321,0.018416825773823774
5324,4212,hush,3,0,0,hush,NN,0.016889403838448648,0.033778807676897296,0.016889403838448648,0.021760871709860633
5325,11913,hussyass,1,0,0,hussyass,NN,0.003890324845986853,0.003890324845986853,0.003890324845986853,0.003890324845986853
5326,4210,hustla,3,0,0,hustla,NN,0.02343482155235051,0.02343482155235051,0.02343482155235051,0.02343482155235051
5327,6112,hustlas,2,0,0,hustla,NNS,0.01899984457040031,0.01899984457040031,0.01899984457040031,0.01899984457040031
5328,2022,hustle,9,0,0,hustl,NN,0.00423446648826383,0.03387573190611064,0.00399587816270555,0.006225261955549099
5329,6129,hustler,2,0,0,hustler,NN,0.00541269742227956,0.01082539484455912,0.00541269742227956,0.00686739198116381
5330,11854,hustlers,1,0,0,hustler,NNS,0.007916601904333463,0.007916601904333463,0.007916601904333463,0.007916601904333463
5331,3063,hustlin,5,0,0,hustlin,NN,0.006809683610829032,0.03404841805414516,0.005957575342376734,0.01059436747205674
5332,6141,huthut,2,0,0,huthut,NN,0.007863754094558204,0.007863754094558204,0.007863754094558204,0.007863754094558204
5333,11831,huxtable,1,0,0,huxtabl,JJ,0.003931877047279102,0.003931877047279102,0.003931877047279102,0.003931877047279102
5334,11841,hydroxycut,1,0,0,hydroxycut,NN,0.003342764935768499,0.003342764935768499,0.003342764935768499,0.003342764935768499
5335,11822,hyenas,1,0,0,hyena,NNS,0.0030266967198479423,0.0030266967198479423,0.0030266967198479423,0.0030266967198479423
5336,2555,hype,6,0,0,hype,NN,0.004627337131403375,0.02776402278842025,0.004368367731630126,0.006298908889617454
5337,4338,hypnotic,3,0,0,hypnot,NN,0.012748658072626253,0.025497316145252507,0.012748658072626253,0.01612162141919553
5338,3494,hypnotize,4,0,0,hypnot,VB,0.008204927079534564,0.032819708318138255,0.008709276481282408,0.01115674246230517
5339,11827,hypnotized,1,0,0,hypnot,VBN,0.015180288187690967,0.015180288187690967,0.015180288187690967,0.015180288187690967
5340,6140,hypnotizing,2,0,0,hypnot,VBG,0.012072295270317647,0.024144590540635294,0.012072295270317647,0.017168479952909526
5341,11829,hypocritical,1,0,0,hypocrit,JJ,0.010947865830528057,0.010947865830528057,0.010947865830528057,0.010947865830528057
5342,11820,hypothetical,1,0,0,hypothet,NN,0.010947865830528057,0.010947865830528057,0.010947865830528057,0.010947865830528057
5343,1,i,11009,0,1,i,NN,0.00039379862832503924,0.33945441761618383,0.0003634569390677604,0.0017442236345090953
5344,11834,i8,1,0,0,i8,NN,0.008203275510897069,0.008203275510897069,0.008203275510897069,0.008203275510897069
5345,6139,ibiza,2,0,0,ibiza,NN,0.011918595089185347,0.023837190178370694,0.011918595089185347,0.014688588404155928
5346,383,ice,84,0,0,ice,NN,0.0056363282627823474,0.29308906966468207,0.003769889965818707,0.033980808242688905
5347,4333,iceberg,3,0,0,iceberg,NN,0.0054218018341729264,0.01626540550251878,0.005318652270888762,0.007279807238030636
5348,2559,icecold,6,0,0,icecold,JJ,0.0987142762596217,0.0987142762596217,0.0987142762596217,0.0987142762596217
5349,6138,iced,2,0,0,ice,VBD,0.008028394728037297,0.016056789456074593,0.008028394728037297,0.012128192260312235
5350,11840,icicle,1,0,0,icicl,NN,0.006880784832738429,0.006880784832738429,0.006880784832738429,0.006880784832738429
5351,11865,icicles,1,0,0,icicl,NNS,0.004028694813149176,0.004028694813149176,0.004028694813149176,0.004028694813149176
5352,11866,icing,1,0,0,ice,NN,0.02165423462067682,0.02165423462067682,0.02165423462067682,0.02165423462067682
5353,2277,icy,7,0,0,ici,NN,0.006439452947531445,0.03863671768518867,0.005961517092324368,0.009673324366198234
5354,198,id,183,0,0,id,NN,0.0055896783977924126,0.6036852669615805,0.003954691723117545,0.029643972452848725
5355,11905,ida,1,0,0,ida,NN,0.004900126303514223,0.004900126303514223,0.004900126303514223,0.004900126303514223
5356,3481,idea,4,0,0,idea,NN,0.007049348377411909,0.028197393509647634,0.006496224352409971,0.012076886170536524
5357,3480,ideas,4,0,0,idea,NNS,0.015425940441854188,0.030851880883708376,0.015425940441854188,0.02679674911568987
5358,6134,identify,2,0,0,identifi,VB,0.006856882924491604,0.013713765848983208,0.006856882924491604,0.008262330977337709
5359,11873,idol,1,0,0,idol,NN,0.007916601904333463,0.007916601904333463,0.007916601904333463,0.007916601904333463
5360,11875,idolizing,1,0,0,idol,VBG,0.008790972860931485,0.008790972860931485,0.008790972860931485,0.008790972860931485
5361,11868,idols,1,0,0,idol,NNS,0.008790972860931485,0.008790972860931485,0.008790972860931485,0.008790972860931485
5362,46,if,1086,0,1,if,IN,0.001966209270047019,0.9516452867027572,0.0013619400354326465,0.0211589439954536
5363,11629,iffy,1,0,0,iffi,JJ,0.009751575855669032,0.009751575855669032,0.009751575855669032,0.009751575855669032
5364,3476,ifs,4,0,0,if,VBZ,0.010749996401315048,0.032249989203945145,0.0050261805574183,0.0236158340066257
5365,6128,ig,2,0,0,ig,JJ,0.00450224931928151,0.00900449863856302,0.00450224931928151,0.004663043937827278
5366,9854,iggin,1,0,0,iggin,VBP,0.010443176980184566,0.010443176980184566,0.010443176980184566,0.010443176980184566
5367,4327,iggs,3,0,0,igg,NN,0.009046393865009885,0.01809278773001977,0.009046393865009885,0.012928830869183701
5368,2032,iggy,9,0,0,iggi,NN,0.017307181725762514,0.05192154517728754,0.018145990100679306,0.02413549783562235
5369,9857,igloo,1,0,0,igloo,NN,0.008342707955841496,0.008342707955841496,0.008342707955841496,0.008342707955841496
5370,9859,ignite,1,0,0,ignit,JJ,0.01338625412914567,0.01338625412914567,0.01338625412914567,0.01338625412914567
5371,9861,ignited,1,0,0,ignit,VBN,0.003737279071588893,0.003737279071588893,0.003737279071588893,0.003737279071588893
5372,9852,ignorance,1,0,0,ignor,NN,0.010443176980184566,0.010443176980184566,0.010443176980184566,0.010443176980184566
5373,9862,ignorant,1,0,0,ignor,JJ,0.005443578388931696,0.005443578388931696,0.005443578388931696,0.005443578388931696
5374,9864,ignorar,1,0,0,ignorar,NN,0.011548925131027638,0.011548925131027638,0.011548925131027638,0.011548925131027638
5375,2279,ignore,7,0,0,ignor,NN,0.005678128918722359,0.03974690243105651,0.0053705316327309245,0.009588483417341512
5376,9869,ignored,1,0,0,ignor,VBD,0.015025387287816569,0.015025387287816569,0.015025387287816569,0.015025387287816569
5377,9871,ignores,1,0,0,ignor,VBZ,0.005961489693141797,0.005961489693141797,0.005961489693141797,0.005961489693141797
5378,6126,ignorin,2,0,0,ignorin,NN,0.006189106388302857,0.012378212776605713,0.006189106388302857,0.008420209913210405
5379,9850,iheartmemphis,1,0,0,iheartmemphi,NN,0.00968742075135542,0.00968742075135542,0.00968742075135542,0.00968742075135542
5380,9839,ihop,1,0,0,ihop,NN,0.007399436955809165,0.007399436955809165,0.007399436955809165,0.007399436955809165
5381,2282,ii,7,0,0,ii,NN,0.005831630030729486,0.034989780184376915,0.005631229431955813,0.008398545186156606
5382,1709,iii,11,0,0,iii,NN,0.014834026717397492,0.07417013358698746,0.014727907567711666,0.02552279436450033
5383,2291,iiii,7,0,0,iiii,NN,0.010395369717206018,0.031186109151618055,0.003515462469647273,0.02415518421232351
5384,9828,iiiii,1,0,0,iiiii,NN,0.009949242933824485,0.009949242933824485,0.009949242933824485,0.009949242933824485
5385,9844,iiiiiiiii,1,0,0,iiiiiiiii,NN,0.01479887391161833,0.01479887391161833,0.01479887391161833,0.01479887391161833
5386,3208,iiiiiiiiihiii,4,0,0,iiiiiiiiihiii,NN,0.05582892717368811,0.05582892717368811,0.05582892717368811,0.05582892717368811
5387,9901,iima,1,0,0,iima,JJ,0.004804202134440535,0.004804202134440535,0.004804202134440535,0.004804202134440535
5388,6121,ike,2,0,0,ike,NN,0.0050768017107688315,0.010153603421537663,0.0050768017107688315,0.005406842357358011
5389,76,ill,563,0,0,ill,RB,0.0034335721495948974,0.9923023512329253,0.0022942088419691947,0.01877889047801509
5390,9904,illegally,1,0,0,illeg,RB,0.005335101283355159,0.005335101283355159,0.005335101283355159,0.005335101283355159
5391,2525,illest,6,0,0,illest,JJS,0.007773565207415822,0.031094260829663288,0.00706792591239731,0.013863407793396957
5392,9909,illuminate,1,0,0,illumin,VB,0.02003384971708876,0.02003384971708876,0.02003384971708876,0.02003384971708876
5393,10,im,3504,0,0,im,NN,0.0012214598496403896,0.8941086099367651,0.0009995630727162245,0.007818444763108284
5394,144,ima,273,0,0,ima,JJ,0.003740483328037017,0.5348891159092934,0.0029084341471343872,0.030329103410858177
5395,3205,image,4,0,0,imag,NN,0.006318867627993387,0.025275470511973548,0.005947401943367295,0.008976689337486918
5396,1699,imagine,11,0,0,imagin,VB,0.011846765107527949,0.08292735575269564,0.009858581541773668,0.02395297948742728
5397,9895,imagined,1,0,0,imagin,VBD,0.00686474570725419,0.00686474570725419,0.00686474570725419,0.00686474570725419
5398,9896,imagining,1,0,0,imagin,VBG,0.018178863632173133,0.018178863632173133,0.018178863632173133,0.018178863632173133
5399,9756,imim,1,0,0,imim,VB,0.010748087256978275,0.010748087256978275,0.010748087256978275,0.010748087256978275
5400,6119,imitate,2,0,0,imit,NN,0.0058196789492699335,0.011639357898539867,0.0058196789492699335,0.006849600810228153
5401,9763,imitation,1,0,0,imit,NN,0.004523772516761978,0.004523772516761978,0.004523772516761978,0.004523772516761978
